InputSize,ProgramSize,BSS,RoData,Text,InputType,STSclass
5673,10656,80,4809,19341,Constant,Short burst
4231,17941,560,4910,46298,Reverse Sorted,Long burst
10000,31216,819,3188,16787,Constant,Medium burst
7289,7334,922,225,2789,Constant,Very short burst
4635,18679,456,4655,16307,Reverse Sorted,Short burst
2876,26719,99,3736,1584,Reverse Sorted,Short burst
9411,38117,439,3212,39946,Constant,Very long burst
7797,16282,228,2802,37958,Random,Long burst
8486,16327,116,1239,48323,Constant,Long burst
762,9931,485,4747,31332,Reverse Sorted,Medium burst
8771,37418,925,887,10400,Random,Medium burst
8144,44557,463,3948,49164,Reverse Sorted,Very long burst
4318,9996,913,3901,44782,Constant,Long burst
9715,23831,617,2783,12885,Sorted,Medium burst
5160,39738,924,3860,28023,Reverse Sorted,Long burst
5974,46525,553,2703,22169,Reverse Sorted,Long burst
5681,24063,135,3300,26741,Sorted,Medium burst
2114,4212,156,3399,14280,Reverse Sorted,Short burst
3889,29031,289,3360,15469,Reverse Sorted,Medium burst
9203,45989,33,4730,16804,Reverse Sorted,Long burst
7248,33164,961,2436,38524,Sorted,Long burst
7866,45763,730,423,7025,Constant,Medium burst
2464,12920,129,4725,8455,Reverse Sorted,Short burst
3729,5815,795,4662,11497,Random,Short burst
6019,5881,661,1311,2062,Constant,Very short burst
5775,9997,306,170,29976,Constant,Medium burst
8972,29540,864,3895,43807,Random,Long burst
6738,32875,953,2934,26101,Random,Medium burst
4751,13994,91,2667,10574,Random,Short burst
709,32252,457,4188,48481,Sorted,Long burst
8040,25857,921,3318,22352,Reverse Sorted,Medium burst
3966,17450,729,2092,7066,Constant,Short burst
471,16252,928,2169,30661,Random,Medium burst
7098,37890,479,540,22784,Reverse Sorted,Medium burst
715,4632,432,4894,39452,Reverse Sorted,Medium burst
7011,42098,554,3095,29682,Sorted,Long burst
6110,28776,33,432,11914,Constant,Short burst
2353,40263,70,854,40606,Reverse Sorted,Long burst
5042,21051,832,1227,35755,Random,Medium burst
964,27475,710,2267,5067,Random,Short burst
1368,3170,93,1345,37872,Sorted,Medium burst
7554,9864,234,967,13315,Random,Short burst
9076,26796,1000,4296,48926,Random,Very long burst
4671,25180,689,4576,9877,Sorted,Short burst
5329,18566,195,2464,33207,Sorted,Medium burst
2337,29392,384,700,24038,Random,Medium burst
4154,10541,81,4965,13869,Constant,Short burst
1035,9554,83,2336,13058,Constant,Short burst
6494,12137,906,2801,12017,Sorted,Short burst
7991,11257,350,3248,4734,Constant,Short burst
425,41758,162,991,24188,Constant,Medium burst
9826,27984,105,590,4500,Constant,Short burst
7874,12829,574,2730,27626,Sorted,Medium burst
3961,34038,454,3777,46098,Constant,Long burst
2085,27615,695,2579,6730,Random,Short burst
5032,26538,119,1252,4261,Random,Short burst
4703,37122,467,700,46097,Sorted,Very long burst
2878,36386,837,3056,5825,Constant,Short burst
9562,10401,60,4582,2981,Reverse Sorted,Short burst
8932,17874,386,2954,18031,Reverse Sorted,Medium burst
7854,46790,774,363,16876,Random,Medium burst
4178,33306,82,4164,2982,Random,Short burst
1467,18159,221,1233,6255,Reverse Sorted,Very short burst
4142,49270,441,4963,11749,Sorted,Medium burst
2675,23953,733,171,31214,Constant,Medium burst
6854,30998,772,218,29708,Reverse Sorted,Long burst
1681,5357,177,3732,3019,Constant,Very short burst
2086,16812,784,4774,38442,Reverse Sorted,Medium burst
2340,1936,340,4171,41839,Random,Medium burst
4066,28069,990,4018,7980,Constant,Short burst
7704,25449,751,4067,44524,Sorted,Long burst
8420,8193,760,3747,10212,Constant,Short burst
6068,46486,796,1779,48982,Constant,Very long burst
9143,37519,503,3605,26657,Reverse Sorted,Long burst
7593,9805,152,1168,24486,Sorted,Medium burst
4203,33146,591,2218,23375,Random,Medium burst
2176,27802,454,4271,43982,Constant,Long burst
5331,11090,833,4831,21592,Constant,Short burst
3094,40930,403,3166,33203,Reverse Sorted,Long burst
3844,3623,521,4780,37443,Random,Medium burst
5694,4658,695,2479,35547,Reverse Sorted,Medium burst
7631,9200,857,2057,27395,Sorted,Medium burst
7471,11031,630,1100,38305,Random,Medium burst
1744,28238,724,754,18257,Sorted,Medium burst
3244,10379,706,2949,45610,Reverse Sorted,Long burst
342,6043,812,3257,30817,Random,Short burst
4185,47248,337,756,22150,Sorted,Long burst
8054,48424,613,3882,20812,Sorted,Long burst
7369,42848,268,2058,46750,Reverse Sorted,Very long burst
7230,19081,843,4771,22988,Random,Medium burst
6928,37179,446,4671,12108,Sorted,Medium burst
8462,14082,727,1647,10219,Constant,Short burst
8944,44388,573,1116,25696,Random,Long burst
6431,30776,358,1996,26317,Random,Medium burst
3612,38503,702,2849,4881,Constant,Short burst
1599,5299,959,145,43469,Random,Medium burst
2258,25591,824,2124,43202,Random,Long burst
5262,28734,524,4981,24829,Constant,Medium burst
4139,47493,458,1968,21736,Reverse Sorted,Long burst
2135,25105,408,1315,12109,Sorted,Short burst
8077,49977,605,2584,24443,Constant,Long burst
957,37034,223,289,6649,Random,Short burst
3923,32168,555,1377,45741,Sorted,Long burst
6870,4611,571,1192,28211,Sorted,Medium burst
9341,25186,298,3273,22392,Sorted,Medium burst
398,7515,850,3898,8317,Reverse Sorted,Very short burst
7344,7356,268,1465,12031,Random,Short burst
1023,16990,267,2448,14963,Random,Short burst
4332,35694,397,810,33003,Sorted,Long burst
4406,14997,793,3692,6508,Sorted,Short burst
2899,23694,703,1602,38785,Reverse Sorted,Long burst
6678,44604,554,912,9122,Reverse Sorted,Medium burst
4975,5816,274,4085,25509,Sorted,Short burst
5426,38630,322,1205,45036,Random,Very long burst
6682,5193,49,406,26497,Constant,Short burst
1902,42258,829,1721,15418,Reverse Sorted,Medium burst
2757,30454,219,1378,44159,Random,Long burst
3446,48401,281,1079,5062,Reverse Sorted,Medium burst
9763,22152,145,2426,47814,Random,Long burst
3049,14678,608,3291,8348,Sorted,Short burst
1041,43897,69,2041,41710,Reverse Sorted,Long burst
2007,15251,519,3921,8945,Constant,Short burst
4937,925,685,2435,2493,Sorted,Very short burst
8205,3544,524,3190,13699,Reverse Sorted,Short burst
1343,11980,24,931,18981,Sorted,Short burst
5796,44374,623,588,36196,Constant,Long burst
1566,39497,264,4882,12187,Reverse Sorted,Medium burst
4057,1739,746,1907,48893,Reverse Sorted,Medium burst
2066,7066,731,3607,17696,Reverse Sorted,Short burst
475,20275,544,4588,32583,Random,Medium burst
362,37481,244,2246,11634,Random,Short burst
4462,3506,140,2000,29557,Reverse Sorted,Short burst
6602,7525,679,1660,40454,Sorted,Medium burst
7933,19923,694,3213,1003,Sorted,Short burst
1993,39826,26,4513,40829,Reverse Sorted,Long burst
8206,25674,891,4057,42845,Constant,Long burst
1752,27163,963,4725,13380,Constant,Short burst
5640,34452,835,4801,22602,Constant,Medium burst
3992,27826,887,276,3380,Random,Short burst
699,31639,194,641,18619,Random,Medium burst
4915,47698,400,4169,8762,Random,Medium burst
2012,8602,432,2125,28854,Random,Short burst
9584,47137,855,4998,46682,Sorted,Very long burst
8892,7616,451,2721,12225,Reverse Sorted,Short burst
8672,13437,705,1418,46628,Reverse Sorted,Long burst
4313,30661,664,2072,36171,Reverse Sorted,Long burst
3737,4883,565,2128,39789,Sorted,Medium burst
9390,20820,21,4000,40502,Constant,Long burst
5699,5007,529,3931,13483,Constant,Short burst
6548,15235,89,3371,25837,Random,Medium burst
8657,30213,818,4195,3369,Random,Short burst
7482,17019,683,2486,3467,Sorted,Short burst
9082,2525,311,1854,33241,Sorted,Medium burst
3669,20419,225,3409,43894,Constant,Long burst
7807,38122,257,1780,14607,Reverse Sorted,Medium burst
846,38635,550,3712,35027,Reverse Sorted,Long burst
8604,36158,281,3023,46736,Sorted,Very long burst
4733,19641,142,1079,35822,Sorted,Medium burst
1020,30196,14,461,17917,Sorted,Medium burst
9369,4273,765,2031,35887,Random,Medium burst
7108,25456,551,711,18907,Reverse Sorted,Medium burst
2481,16319,638,1397,44625,Sorted,Long burst
3718,2028,699,3520,44146,Sorted,Medium burst
9089,21455,782,1355,20841,Random,Medium burst
4543,45088,756,4336,36357,Sorted,Long burst
372,5549,150,2883,38187,Reverse Sorted,Medium burst
1873,34116,492,4730,8092,Random,Short burst
2647,21011,314,1903,40512,Sorted,Long burst
3264,10619,354,4645,35708,Reverse Sorted,Medium burst
4880,10857,571,4725,21120,Reverse Sorted,Short burst
1046,16667,279,865,20271,Random,Short burst
606,45746,117,3555,47468,Reverse Sorted,Very long burst
6819,22753,567,1526,6357,Random,Short burst
8535,35389,483,3563,26563,Reverse Sorted,Long burst
8797,46178,91,2087,2345,Sorted,Medium burst
6460,30298,647,1380,10978,Random,Short burst
7757,5181,93,4925,14616,Reverse Sorted,Short burst
3690,15255,299,3856,10223,Random,Short burst
1292,972,80,1199,33737,Reverse Sorted,Short burst
1564,33381,184,56,10422,Random,Short burst
490,14190,837,1486,9602,Sorted,Very short burst
5715,26412,851,3300,11497,Random,Short burst
6206,6973,472,3589,24597,Random,Short burst
8964,41798,858,744,48229,Sorted,Very long burst
2660,19169,404,3015,4092,Reverse Sorted,Short burst
5967,34464,875,3349,3591,Constant,Short burst
1311,16962,100,4893,36270,Sorted,Medium burst
9221,21443,478,4291,9853,Random,Short burst
1639,39285,872,3417,26805,Sorted,Medium burst
9204,35920,443,4432,20476,Sorted,Medium burst
743,11332,258,75,8061,Random,Very short burst
8793,5885,653,4597,17161,Random,Short burst
9021,30862,690,2203,2673,Constant,Short burst
1383,15208,964,4385,26664,Sorted,Medium burst
7780,23938,581,3539,29224,Random,Medium burst
7445,17711,890,381,31530,Reverse Sorted,Medium burst
4486,15071,858,694,14354,Reverse Sorted,Short burst
1019,21807,250,1902,7002,Reverse Sorted,Short burst
2439,11502,711,4180,43920,Reverse Sorted,Medium burst
9047,36653,505,2973,8308,Sorted,Medium burst
6030,22940,349,2481,45405,Sorted,Long burst
5502,2465,802,3634,34267,Constant,Medium burst
5763,33056,753,3859,14590,Sorted,Medium burst
5375,2927,480,860,34093,Random,Medium burst
607,36109,472,1361,14729,Constant,Medium burst
1536,25689,810,2845,30224,Sorted,Medium burst
8850,25638,284,1944,1887,Sorted,Short burst
7454,7063,834,3056,42955,Random,Medium burst
4616,14887,24,4350,37441,Random,Medium burst
3722,6340,50,2120,12232,Random,Short burst
4499,15654,974,2706,41703,Reverse Sorted,Long burst
5137,24694,217,4184,34696,Sorted,Long burst
8211,47361,69,4318,5403,Sorted,Medium burst
3815,22948,374,4905,15992,Sorted,Short burst
7937,31424,249,3534,43882,Constant,Long burst
1401,24028,617,463,8990,Constant,Short burst
7470,29902,799,741,45215,Constant,Long burst
5285,4852,948,2712,18008,Constant,Short burst
2255,684,169,4167,32010,Constant,Short burst
6511,10884,406,2748,5344,Random,Very short burst
6465,14819,943,4359,47522,Constant,Long burst
792,20949,803,969,22083,Sorted,Short burst
1578,41705,509,956,25634,Reverse Sorted,Medium burst
6496,10926,218,3260,6116,Sorted,Short burst
8548,8004,142,3778,40005,Sorted,Medium burst
541,33868,390,2769,43237,Random,Long burst
2746,41072,442,3716,42646,Reverse Sorted,Long burst
5309,46517,618,4945,25011,Sorted,Long burst
6633,38805,740,2414,5610,Random,Medium burst
4777,32594,398,842,38265,Reverse Sorted,Long burst
7311,15185,592,625,4852,Reverse Sorted,Short burst
2745,9224,441,1777,32686,Random,Medium burst
8310,5584,283,3277,20788,Constant,Short burst
9416,35310,360,3621,36536,Random,Long burst
8033,17241,143,4236,20039,Random,Medium burst
5576,17261,75,3775,35908,Constant,Medium burst
8028,13836,648,4906,8724,Random,Short burst
2180,21372,214,3416,47026,Random,Long burst
6189,13914,307,4915,10997,Random,Short burst
7496,5297,126,1410,11695,Sorted,Short burst
9839,3807,957,2098,44422,Random,Long burst
7897,46989,276,3025,4589,Random,Medium burst
961,33068,803,3246,2398,Reverse Sorted,Short burst
8446,3096,158,1137,43514,Reverse Sorted,Medium burst
3594,17667,203,255,8691,Reverse Sorted,Short burst
1004,22808,689,3536,49500,Random,Long burst
1369,24715,833,3365,11943,Constant,Short burst
504,12295,895,672,14926,Random,Short burst
9135,15484,188,1727,46817,Sorted,Long burst
9856,12634,157,3337,13113,Sorted,Short burst
1284,11282,474,3062,31134,Sorted,Medium burst
9038,42502,985,3062,4266,Sorted,Medium burst
1825,22151,578,3687,7408,Random,Short burst
8562,24522,14,2750,15842,Reverse Sorted,Medium burst
5911,19422,535,1921,12136,Random,Short burst
5706,15118,289,128,4497,Random,Short burst
4056,17745,508,1526,22340,Random,Medium burst
271,18760,845,4784,35742,Random,Medium burst
8565,10527,445,3278,32408,Constant,Medium burst
2406,14486,825,2385,42826,Reverse Sorted,Medium burst
9450,45668,225,1775,30794,Reverse Sorted,Long burst
9998,4026,696,1164,10245,Sorted,Short burst
521,26761,837,210,39178,Random,Long burst
5640,44861,978,1475,25126,Sorted,Long burst
9501,2122,524,1783,3534,Reverse Sorted,Very short burst
4775,38786,896,4465,48018,Reverse Sorted,Very long burst
9182,30033,146,2461,36985,Sorted,Long burst
6848,35925,987,4010,19719,Reverse Sorted,Medium burst
6203,18816,621,2572,24713,Reverse Sorted,Medium burst
1573,9199,604,4911,46982,Constant,Long burst
3343,14455,289,651,19541,Random,Short burst
2281,32043,141,2409,15176,Random,Medium burst
9741,35924,402,1605,20075,Reverse Sorted,Medium burst
3196,17173,490,4734,20726,Reverse Sorted,Short burst
6746,23895,522,1570,2555,Constant,Short burst
9882,39126,637,2440,17659,Sorted,Medium burst
5982,24207,428,955,31966,Constant,Medium burst
6082,19713,211,1700,26923,Constant,Medium burst
5898,10901,661,1167,4089,Sorted,Very short burst
9727,21696,667,1574,15743,Reverse Sorted,Medium burst
8515,26476,471,4317,8578,Random,Short burst
8511,9258,787,4771,35940,Constant,Medium burst
9946,1973,211,3130,28967,Constant,Medium burst
8556,13781,923,4827,24185,Random,Medium burst
9245,49232,161,3290,41492,Constant,Very long burst
4624,33048,906,4456,44027,Sorted,Long burst
6659,18871,231,3851,35594,Random,Medium burst
7720,28863,88,1985,22893,Random,Medium burst
2874,12557,209,3677,18754,Sorted,Short burst
5773,40941,771,4430,45507,Sorted,Very long burst
3224,20144,108,3759,6322,Random,Short burst
8771,28623,987,2592,22512,Sorted,Medium burst
1453,24374,921,4500,6811,Constant,Short burst
9181,23623,222,249,35459,Reverse Sorted,Long burst
3954,14781,152,2233,40442,Constant,Medium burst
8234,3751,711,2725,27726,Sorted,Medium burst
1024,22789,398,4086,11836,Constant,Short burst
2270,5554,822,3543,37158,Reverse Sorted,Medium burst
5606,34984,383,4022,44241,Reverse Sorted,Very long burst
2495,42472,61,1414,10862,Reverse Sorted,Medium burst
8320,47374,976,1902,33804,Sorted,Very long burst
8326,1810,633,4487,45376,Sorted,Long burst
5615,29646,144,3651,19011,Sorted,Medium burst
2770,29812,420,437,36107,Reverse Sorted,Long burst
3465,31481,994,4149,23544,Sorted,Medium burst
688,49150,479,4822,15425,Random,Medium burst
3238,4757,121,1712,35139,Constant,Medium burst
9195,16346,534,2508,34444,Constant,Medium burst
6763,22983,794,262,6072,Random,Short burst
4186,27058,754,4705,1252,Sorted,Short burst
8631,43688,53,607,36632,Constant,Very long burst
4370,13512,406,2655,11208,Reverse Sorted,Short burst
6119,33736,995,3169,19615,Constant,Medium burst
656,39173,594,3753,18144,Constant,Medium burst
8122,45576,270,2741,20670,Constant,Long burst
5552,48902,752,2044,40069,Sorted,Very long burst
3667,29431,554,524,24218,Random,Medium burst
3999,32576,397,1817,34160,Constant,Long burst
6577,15301,485,91,12283,Reverse Sorted,Short burst
7600,10128,419,2701,45502,Constant,Long burst
1116,9228,589,2145,26006,Sorted,Short burst
6570,17835,25,4042,34764,Sorted,Medium burst
2162,44273,671,2036,40916,Reverse Sorted,Long burst
9130,29070,813,3915,26667,Constant,Long burst
9929,22959,111,3707,25677,Constant,Medium burst
4421,41158,195,4873,11891,Reverse Sorted,Medium burst
3596,7577,960,3567,48688,Random,Long burst
1913,2471,940,2318,15542,Sorted,Very short burst
6356,46836,34,1694,15414,Random,Medium burst
9743,34459,81,989,19564,Random,Medium burst
2413,46088,602,4488,6316,Constant,Medium burst
9806,41033,582,3359,45056,Reverse Sorted,Very long burst
1331,43522,27,3035,13759,Sorted,Medium burst
9937,3546,763,4986,29190,Random,Medium burst
5931,45018,579,2077,23817,Random,Long burst
3099,13203,341,3177,43239,Constant,Medium burst
3540,49956,898,4183,37776,Constant,Very long burst
4156,8543,578,1414,8373,Constant,Very short burst
405,38176,106,900,49110,Reverse Sorted,Very long burst
1789,43895,736,280,49195,Sorted,Very long burst
9809,3304,840,2549,37054,Sorted,Medium burst
4017,10676,21,2354,11873,Constant,Short burst
7180,4436,20,2531,38285,Random,Medium burst
8711,31674,918,4354,20012,Constant,Medium burst
3036,17596,172,3761,17922,Constant,Short burst
3962,23732,292,2953,14994,Reverse Sorted,Short burst
9742,43141,738,3515,19164,Constant,Long burst
5749,26409,881,2818,7605,Sorted,Short burst
3361,44658,844,2942,12718,Constant,Medium burst
9456,8866,250,2133,49109,Sorted,Long burst
1919,20089,866,1288,36116,Random,Medium burst
1442,47882,54,2124,17145,Sorted,Medium burst
5660,7006,979,2115,22791,Sorted,Short burst
2326,29342,602,679,17120,Constant,Medium burst
1179,17958,264,3258,24553,Sorted,Medium burst
4306,22331,76,4724,17362,Sorted,Short burst
6380,9283,927,952,36859,Random,Medium burst
7335,11670,623,1103,49604,Sorted,Long burst
913,15109,983,172,40865,Sorted,Medium burst
5189,40590,612,1006,20946,Constant,Medium burst
2131,45442,51,1036,38849,Reverse Sorted,Long burst
